patent_id,title,filing_year,grant_year,country,assignee,technology_field,citations,inventor_count,patent_status,patent_family_size
PT010052,Innovative Semiconductors System 10052,2016,2019,China,MedGenome Labs,Renewable Energy,48,5,Expired,11
PT010053,Innovative Quantum Computing System 10053,2015,2019,Japan,SmartComm Technologies,Artificial Intelligence,229,2,Active,5
PT010054,Innovative Artificial Intelligence System 10054,2025,2026,China,TechNova Corp,Semiconductors,130,4,Pending,14
PT010055,Innovative Biotechnology System 10055,2016,2018,China,BioHealth Inc,Nanotechnology,248,8,Pending,8
PT010056,Innovative Pharmaceuticals System 10056,2018,2021,Germany,SmartComm Technologies,Robotics,170,7,Expired,11
PT010057,Innovative Renewable Energy System 10057,2015,2018,Canada,BioHealth Inc,Semiconductors,125,7,Expired,4
PT010058,Innovative Biotechnology System 10058,2024,2026,Japan,TechNova Corp,Robotics,107,8,Active,3
PT010059,Innovative Quantum Computing System 10059,2016,2020,France,NanoWorks,Nanotechnology,64,4,Active,9
PT010060,Innovative Telecommunications System 10060,2016,2020,UK,AI Dynamics,Telecommunications,179,3,Expired,4
PT010061,Innovative Quantum Computing System 10061,2021,2024,China,InnovateX,Robotics,24,5,Pending,9
PT010062,Innovative Artificial Intelligence System 10062,2025,2026,Canada,MedGenome Labs,Renewable Energy,186,7,Pending,11
PT010063,Innovative Telecommunications System 10063,2014,2016,UK,FutureDrive Motors,Artificial Intelligence,150,5,Expired,3
PT010064,Innovative Pharmaceuticals System 10064,2013,2016,France,NextGen Robotics,Renewable Energy,218,6,Active,6
PT010065,Innovative Biotechnology System 10065,2021,2023,Germany,AI Dynamics,Telecommunications,15,3,Active,9
PT010066,Innovative Artificial Intelligence System 10066,2013,2016,South Korea,FutureDrive Motors,Artificial Intelligence,152,8,Active,2
PT010067,Innovative Biotechnology System 10067,2017,2019,Germany,AI Dynamics,Pharmaceuticals,245,7,Pending,9
PT010068,Innovative Semiconductors System 10068,2010,2014,South Korea,NanoWorks,Nanotechnology,60,7,Expired,10
PT010069,Innovative Pharmaceuticals System 10069,2019,2022,India,TechNova Corp,Biotechnology,243,8,Active,8
PT010070,Innovative Nanotechnology System 10070,2021,2023,Canada,MedGenome Labs,Electric Vehicles,67,6,Pending,13
PT010071,Innovative Robotics System 10071,2025,2027,South Korea,GreenFuture Labs,Telecommunications,153,3,Pending,7
PT010072,Innovative Biotechnology System 10072,2019,2020,Canada,GreenFuture Labs,Artificial Intelligence,20,3,Pending,1
PT010073,Innovative Biotechnology System 10073,2011,2013,USA,SmartComm Technologies,Nanotechnology,106,4,Expired,7
PT010074,Innovative Artificial Intelligence System 10074,2010,2012,UK,GreenFuture Labs,Artificial Intelligence,247,4,Active,12
PT010075,Innovative Renewable Energy System 10075,2015,2016,UK,BioHealth Inc,Quantum Computing,89,6,Active,12
PT010076,Innovative Nanotechnology System 10076,2010,2012,Canada,GreenFuture Labs,Semiconductors,85,3,Pending,11
PT010077,Innovative Quantum Computing System 10077,2017,2019,Canada,BioHealth Inc,Quantum Computing,188,6,Expired,11
PT010078,Innovative Electric Vehicles System 10078,2025,2029,Switzerland,InnovateX,Semiconductors,186,1,Active,4
PT010079,Innovative Artificial Intelligence System 10079,2021,2025,USA,TechNova Corp,Artificial Intelligence,4,5,Pending,7
PT010080,Innovative Renewable Energy System 10080,2016,2019,South Korea,GreenFuture Labs,Pharmaceuticals,14,8,Expired,6
PT010081,Innovative Semiconductors System 10081,2015,2017,UK,SmartComm Technologies,Artificial Intelligence,184,2,Pending,2
PT010082,Innovative Artificial Intelligence System 10082,2023,2026,Switzerland,BioHealth Inc,Nanotechnology,133,1,Expired,14
PT010083,Innovative Pharmaceuticals System 10083,2021,2022,Germany,SmartComm Technologies,Artificial Intelligence,24,3,Pending,8
PT010084,Innovative Biotechnology System 10084,2018,2019,Germany,FutureDrive Motors,Robotics,163,8,Expired,5
PT010085,Innovative Nanotechnology System 10085,2014,2017,UK,Quantum Circuits Ltd,Electric Vehicles,105,8,Active,10
PT010086,Innovative Telecommunications System 10086,2014,2016,India,NanoWorks,Renewable Energy,42,2,Pending,11
PT010087,Innovative Pharmaceuticals System 10087,2017,2019,Canada,NanoWorks,Artificial Intelligence,217,8,Expired,2
PT010088,Innovative Electric Vehicles System 10088,2014,2016,USA,InnovateX,Pharmaceuticals,198,4,Pending,7
PT010089,Innovative Renewable Energy System 10089,2022,2023,China,GreenFuture Labs,Renewable Energy,55,8,Pending,3
PT010090,Innovative Quantum Computing System 10090,2012,2015,USA,BioHealth Inc,Renewable Energy,194,4,Pending,12
PT010091,Innovative Telecommunications System 10091,2020,2024,India,Quantum Circuits Ltd,Telecommunications,31,3,Expired,1
PT010092,Innovative Quantum Computing System 10092,2018,2020,South Korea,BioHealth Inc,Quantum Computing,244,4,Active,14
PT010093,Innovative Biotechnology System 10093,2021,2022,UK,NanoWorks,Renewable Energy,121,1,Active,5
PT010094,Innovative Quantum Computing System 10094,2021,2023,UK,FutureDrive Motors,Renewable Energy,56,5,Expired,7
PT010095,Innovative Renewable Energy System 10095,2017,2019,China,GreenFuture Labs,Biotechnology,157,5,Expired,1
PT010096,Innovative Electric Vehicles System 10096,2012,2013,Germany,AI Dynamics,Semiconductors,229,7,Active,14
PT010097,Innovative Biotechnology System 10097,2012,2013,USA,SmartComm Technologies,Robotics,39,4,Expired,15
PT010098,Innovative Robotics System 10098,2021,2024,India,GreenFuture Labs,Renewable Energy,55,1,Active,7
PT010099,Innovative Semiconductors System 10099,2025,2028,USA,BioHealth Inc,Biotechnology,193,3,Active,14
PT010100,Innovative Semiconductors System 10100,2023,2027,Germany,MedGenome Labs,Robotics,115,4,Pending,6
PT010101,Innovative Renewable Energy System 10101,2019,2021,Canada,MedGenome Labs,Robotics,76,7,Expired,2
PT010102,Innovative Robotics System 10102,2014,2018,Japan,TechNova Corp,Pharmaceuticals,151,7,Pending,11
PT010103,Innovative Quantum Computing System 10103,2017,2019,Germany,NextGen Robotics,Semiconductors,16,8,Expired,8
PT010104,Innovative Telecommunications System 10104,2017,2021,Switzerland,AI Dynamics,Semiconductors,53,6,Pending,13
PT010105,Innovative Quantum Computing System 10105,2018,2022,China,SmartComm Technologies,Pharmaceuticals,211,6,Expired,15
PT010106,Innovative Quantum Computing System 10106,2020,2024,USA,InnovateX,Robotics,129,7,Expired,13
PT010107,Innovative Quantum Computing System 10107,2011,2015,UK,TechNova Corp,Electric Vehicles,94,7,Expired,4
PT010108,Innovative Semiconductors System 10108,2022,2024,Japan,NanoWorks,Quantum Computing,68,2,Active,11
PT010109,Innovative Nanotechnology System 10109,2012,2016,UK,NanoWorks,Artificial Intelligence,240,5,Pending,15
PT010110,Innovative Robotics System 10110,2021,2025,USA,NextGen Robotics,Pharmaceuticals,109,3,Active,11
PT010111,Innovative Pharmaceuticals System 10111,2010,2012,UK,Global Energy Systems,Electric Vehicles,244,2,Expired,10
PT010112,Innovative Semiconductors System 10112,2019,2023,Germany,AI Dynamics,Nanotechnology,88,2,Expired,11
PT010113,Innovative Telecommunications System 10113,2023,2027,India,TechNova Corp,Renewable Energy,250,4,Expired,6
PT010114,Innovative Nanotechnology System 10114,2022,2023,USA,Quantum Circuits Ltd,Renewable Energy,71,5,Pending,11
PT010115,Innovative Telecommunications System 10115,2022,2024,China,InnovateX,Electric Vehicles,69,8,Expired,9
PT010116,Innovative Nanotechnology System 10116,2021,2023,France,TechNova Corp,Telecommunications,225,4,Pending,2
PT010117,Innovative Biotechnology System 10117,2014,2015,Canada,GreenFuture Labs,Telecommunications,132,6,Active,7
PT010118,Innovative Nanotechnology System 10118,2013,2017,Switzerland,InnovateX,Semiconductors,64,5,Active,7
PT010119,Innovative Telecommunications System 10119,2011,2013,India,AI Dynamics,Nanotechnology,203,3,Pending,3
PT010120,Innovative Quantum Computing System 10120,2015,2019,Japan,TechNova Corp,Nanotechnology,247,2,Expired,10
PT010121,Innovative Nanotechnology System 10121,2015,2017,Japan,MedGenome Labs,Nanotechnology,138,1,Pending,15
PT010122,Innovative Semiconductors System 10122,2021,2024,Germany,SmartComm Technologies,Electric Vehicles,174,8,Expired,1
PT010123,Innovative Artificial Intelligence System 10123,2021,2024,Japan,SmartComm Technologies,Biotechnology,232,2,Pending,11
PT010124,Innovative Telecommunications System 10124,2022,2024,India,InnovateX,Robotics,174,6,Pending,10
PT010125,Innovative Semiconductors System 10125,2010,2013,South Korea,FutureDrive Motors,Electric Vehicles,91,8,Expired,5
PT010126,Innovative Artificial Intelligence System 10126,2020,2021,China,AI Dynamics,Pharmaceuticals,145,5,Expired,6
PT010127,Innovative Pharmaceuticals System 10127,2021,2024,France,BioHealth Inc,Semiconductors,44,2,Expired,10
PT010128,Innovative Artificial Intelligence System 10128,2013,2016,China,NanoWorks,Robotics,65,4,Pending,6
PT010129,Innovative Robotics System 10129,2025,2026,China,SmartComm Technologies,Artificial Intelligence,240,3,Pending,8
PT010130,Innovative Renewable Energy System 10130,2015,2019,USA,BioHealth Inc,Nanotechnology,65,6,Expired,11
PT010131,Innovative Nanotechnology System 10131,2019,2023,India,BioHealth Inc,Robotics,22,5,Active,5
PT010132,Innovative Nanotechnology System 10132,2019,2021,South Korea,GreenFuture Labs,Electric Vehicles,93,8,Active,4
PT010133,Innovative Biotechnology System 10133,2011,2015,Germany,AI Dynamics,Robotics,232,5,Expired,7
PT010134,Innovative Biotechnology System 10134,2021,2024,India,MedGenome Labs,Semiconductors,120,3,Active,5
PT010135,Innovative Quantum Computing System 10135,2014,2016,Germany,NextGen Robotics,Quantum Computing,156,3,Expired,7
PT010136,Innovative Robotics System 10136,2020,2023,France,MedGenome Labs,Semiconductors,123,7,Pending,9
PT010137,Innovative Telecommunications System 10137,2014,2018,Germany,AI Dynamics,Pharmaceuticals,233,5,Active,8
PT010138,Innovative Nanotechnology System 10138,2017,2020,China,NanoWorks,Biotechnology,89,1,Pending,13
PT010139,Innovative Electric Vehicles System 10139,2018,2021,France,AI Dynamics,Robotics,160,3,Expired,4
PT010140,Innovative Telecommunications System 10140,2024,2026,Canada,NanoWorks,Robotics,48,6,Pending,14
PT010141,Innovative Biotechnology System 10141,2014,2016,France,FutureDrive Motors,Semiconductors,57,8,Expired,11
PT010142,Innovative Biotechnology System 10142,2016,2020,South Korea,NextGen Robotics,Renewable Energy,210,7,Pending,12
PT010143,Innovative Electric Vehicles System 10143,2021,2023,France,NanoWorks,Quantum Computing,223,3,Expired,1
PT010144,Innovative Biotechnology System 10144,2012,2015,Germany,BioHealth Inc,Nanotechnology,82,5,Expired,1
PT010145,Innovative Quantum Computing System 10145,2017,2020,Switzerland,FutureDrive Motors,Semiconductors,201,2,Pending,13
PT010146,Innovative Telecommunications System 10146,2015,2019,Switzerland,FutureDrive Motors,Renewable Energy,141,3,Active,8
PT010147,Innovative Nanotechnology System 10147,2018,2021,South Korea,Global Energy Systems,Nanotechnology,164,7,Expired,4
PT010148,Innovative Biotechnology System 10148,2014,2015,Germany,GreenFuture Labs,Nanotechnology,100,2,Pending,8
PT010149,Innovative Artificial Intelligence System 10149,2015,2016,China,TechNova Corp,Renewable Energy,153,3,Expired,2
PT010150,Innovative Nanotechnology System 10150,2014,2016,USA,FutureDrive Motors,Telecommunications,67,7,Pending,8
PT010151,Innovative Electric Vehicles System 10151,2021,2022,UK,TechNova Corp,Telecommunications,103,2,Pending,3
PT010152,Innovative Electric Vehicles System 10152,2014,2017,China,Quantum Circuits Ltd,Biotechnology,19,7,Expired,4
PT010153,Innovative Pharmaceuticals System 10153,2023,2026,USA,InnovateX,Electric Vehicles,214,7,Active,5
PT010154,Innovative Biotechnology System 10154,2022,2023,India,SmartComm Technologies,Robotics,235,7,Pending,4
PT010155,Innovative Artificial Intelligence System 10155,2012,2013,Switzerland,NanoWorks,Nanotechnology,177,4,Pending,11
PT010156,Innovative Nanotechnology System 10156,2024,2026,UK,BioHealth Inc,Electric Vehicles,55,7,Expired,5
PT010157,Innovative Artificial Intelligence System 10157,2013,2015,South Korea,Global Energy Systems,Artificial Intelligence,66,8,Expired,12
PT010158,Innovative Telecommunications System 10158,2018,2020,Japan,NanoWorks,Semiconductors,222,8,Active,10
PT010159,Innovative Electric Vehicles System 10159,2010,2011,China,AI Dynamics,Semiconductors,106,6,Pending,10
PT010160,Innovative Robotics System 10160,2013,2014,China,NanoWorks,Semiconductors,85,6,Expired,10
PT010161,Innovative Telecommunications System 10161,2023,2026,India,GreenFuture Labs,Artificial Intelligence,120,3,Active,15
PT010162,Innovative Pharmaceuticals System 10162,2021,2024,China,TechNova Corp,Electric Vehicles,42,6,Pending,5
PT010163,Innovative Artificial Intelligence System 10163,2021,2025,Germany,SmartComm Technologies,Quantum Computing,154,3,Pending,11
PT010164,Innovative Telecommunications System 10164,2014,2015,India,InnovateX,Renewable Energy,40,3,Pending,5
PT010165,Innovative Semiconductors System 10165,2015,2016,China,AI Dynamics,Artificial Intelligence,222,5,Expired,2
PT010166,Innovative Nanotechnology System 10166,2024,2027,Germany,InnovateX,Pharmaceuticals,145,4,Pending,11
PT010167,Innovative Quantum Computing System 10167,2024,2027,Canada,AI Dynamics,Renewable Energy,139,2,Pending,9
PT010168,Innovative Electric Vehicles System 10168,2022,2026,Germany,SmartComm Technologies,Biotechnology,132,6,Active,11
PT010169,Innovative Robotics System 10169,2012,2015,Japan,Global Energy Systems,Quantum Computing,14,1,Expired,11
PT010170,Innovative Robotics System 10170,2025,2026,Japan,NextGen Robotics,Nanotechnology,242,3,Pending,11
PT010171,Innovative Biotechnology System 10171,2015,2016,Canada,InnovateX,Renewable Energy,68,4,Pending,1
PT010172,Innovative Quantum Computing System 10172,2013,2014,USA,MedGenome Labs,Semiconductors,184,7,Expired,1
PT010173,Innovative Robotics System 10173,2016,2017,France,InnovateX,Pharmaceuticals,167,6,Expired,6
PT010174,Innovative Renewable Energy System 10174,2013,2016,Japan,NanoWorks,Biotechnology,78,1,Active,7
PT010175,Innovative Semiconductors System 10175,2022,2026,Germany,BioHealth Inc,Pharmaceuticals,139,2,Expired,1
PT010176,Innovative Semiconductors System 10176,2014,2016,India,MedGenome Labs,Electric Vehicles,149,5,Expired,1
PT010177,Innovative Nanotechnology System 10177,2021,2024,UK,BioHealth Inc,Renewable Energy,33,5,Pending,15
PT010178,Innovative Nanotechnology System 10178,2022,2026,South Korea,BioHealth Inc,Renewable Energy,2,6,Pending,9
PT010179,Innovative Electric Vehicles System 10179,2021,2023,India,Global Energy Systems,Biotechnology,59,1,Pending,10
PT010180,Innovative Semiconductors System 10180,2017,2021,Germany,FutureDrive Motors,Electric Vehicles,202,3,Pending,13
PT010181,Innovative Artificial Intelligence System 10181,2012,2015,Germany,AI Dynamics,Renewable Energy,111,1,Pending,2
PT010182,Innovative Semiconductors System 10182,2019,2023,UK,Global Energy Systems,Artificial Intelligence,226,7,Pending,15
PT010183,Innovative Pharmaceuticals System 10183,2023,2027,South Korea,TechNova Corp,Electric Vehicles,150,2,Active,13
PT010184,Innovative Pharmaceuticals System 10184,2024,2025,India,AI Dynamics,Biotechnology,30,4,Active,14
PT010185,Innovative Semiconductors System 10185,2024,2026,UK,InnovateX,Robotics,42,6,Expired,9
PT010186,Innovative Biotechnology System 10186,2016,2018,France,NanoWorks,Telecommunications,72,6,Expired,6
PT010187,Innovative Artificial Intelligence System 10187,2020,2022,China,NextGen Robotics,Semiconductors,43,1,Expired,8
PT010188,Innovative Biotechnology System 10188,2016,2020,Switzerland,Quantum Circuits Ltd,Artificial Intelligence,44,1,Expired,2
PT010189,Innovative Electric Vehicles System 10189,2015,2019,India,GreenFuture Labs,Nanotechnology,22,1,Active,7
PT010190,Innovative Artificial Intelligence System 10190,2018,2022,Canada,BioHealth Inc,Quantum Computing,35,2,Pending,13
PT010191,Innovative Renewable Energy System 10191,2015,2019,France,Global Energy Systems,Electric Vehicles,85,6,Active,10
PT010192,Innovative Electric Vehicles System 10192,2017,2019,France,SmartComm Technologies,Semiconductors,52,1,Active,3
PT010193,Innovative Quantum Computing System 10193,2016,2017,South Korea,NanoWorks,Pharmaceuticals,193,2,Pending,2
PT010194,Innovative Artificial Intelligence System 10194,2012,2016,Canada,MedGenome Labs,Quantum Computing,96,3,Active,7
PT010195,Innovative Renewable Energy System 10195,2019,2022,USA,BioHealth Inc,Electric Vehicles,215,2,Pending,12
PT010196,Innovative Pharmaceuticals System 10196,2017,2019,Germany,Quantum Circuits Ltd,Telecommunications,137,6,Active,2
PT010197,Innovative Robotics System 10197,2025,2027,Canada,BioHealth Inc,Biotechnology,89,6,Expired,8
PT010198,Innovative Artificial Intelligence System 10198,2012,2014,China,BioHealth Inc,Telecommunications,128,5,Expired,2
PT010199,Innovative Pharmaceuticals System 10199,2024,2025,South Korea,Quantum Circuits Ltd,Semiconductors,218,7,Active,9
PT010200,Innovative Quantum Computing System 10200,2010,2014,Japan,GreenFuture Labs,Pharmaceuticals,39,4,Expired,10
PT010201,Innovative Renewable Energy System 10201,2016,2020,France,FutureDrive Motors,Nanotechnology,94,2,Pending,11
PT010202,Innovative Renewable Energy System 10202,2013,2015,USA,Global Energy Systems,Quantum Computing,82,4,Expired,5
PT010203,Innovative Telecommunications System 10203,2021,2022,Canada,BioHealth Inc,Electric Vehicles,101,5,Active,4
PT010204,Innovative Nanotechnology System 10204,2016,2020,Japan,FutureDrive Motors,Artificial Intelligence,213,2,Expired,12
PT010205,Innovative Artificial Intelligence System 10205,2024,2026,USA,NanoWorks,Artificial Intelligence,158,2,Active,6
PT010206,Innovative Electric Vehicles System 10206,2024,2026,Canada,BioHealth Inc,Biotechnology,11,6,Expired,8
PT010207,Innovative Quantum Computing System 10207,2017,2019,USA,InnovateX,Robotics,84,3,Expired,7
PT010208,Innovative Pharmaceuticals System 10208,2025,2026,UK,NextGen Robotics,Telecommunications,49,6,Active,6
PT010209,Innovative Artificial Intelligence System 10209,2022,2025,Germany,InnovateX,Electric Vehicles,20,6,Active,12
PT010210,Innovative Pharmaceuticals System 10210,2018,2021,India,MedGenome Labs,Telecommunications,1,5,Expired,10
PT010211,Innovative Biotechnology System 10211,2015,2019,China,TechNova Corp,Quantum Computing,201,4,Expired,10
PT010212,Innovative Nanotechnology System 10212,2011,2015,Canada,TechNova Corp,Telecommunications,16,7,Expired,7
PT010213,Innovative Quantum Computing System 10213,2024,2026,UK,InnovateX,Telecommunications,250,1,Pending,1
PT010214,Innovative Pharmaceuticals System 10214,2013,2015,Japan,FutureDrive Motors,Artificial Intelligence,87,4,Active,15
PT010215,Innovative Nanotechnology System 10215,2013,2016,France,NextGen Robotics,Robotics,7,5,Active,12
PT010216,Innovative Pharmaceuticals System 10216,2014,2017,China,SmartComm Technologies,Biotechnology,151,5,Pending,5
PT010217,Innovative Quantum Computing System 10217,2020,2022,Japan,MedGenome Labs,Biotechnology,84,4,Active,9
PT010218,Innovative Biotechnology System 10218,2023,2024,USA,Global Energy Systems,Renewable Energy,140,3,Active,8
PT010219,Innovative Telecommunications System 10219,2020,2022,Switzerland,MedGenome Labs,Pharmaceuticals,210,8,Expired,7
PT010220,Innovative Telecommunications System 10220,2024,2027,Japan,InnovateX,Semiconductors,40,3,Expired,12
PT010221,Innovative Renewable Energy System 10221,2010,2012,South Korea,InnovateX,Electric Vehicles,122,2,Expired,11
PT010222,Innovative Renewable Energy System 10222,2017,2019,France,Global Energy Systems,Electric Vehicles,20,2,Expired,2
PT010223,Innovative Telecommunications System 10223,2025,2027,India,SmartComm Technologies,Electric Vehicles,131,5,Active,7
PT010224,Innovative Nanotechnology System 10224,2020,2024,Canada,Quantum Circuits Ltd,Semiconductors,97,3,Active,2
PT010225,Innovative Biotechnology System 10225,2025,2026,China,Quantum Circuits Ltd,Renewable Energy,63,1,Pending,13
PT010226,Innovative Electric Vehicles System 10226,2012,2014,Germany,InnovateX,Artificial Intelligence,190,4,Pending,5
PT010227,Innovative Biotechnology System 10227,2022,2024,India,NanoWorks,Nanotechnology,0,3,Active,7
PT010228,Innovative Nanotechnology System 10228,2025,2027,France,NextGen Robotics,Robotics,148,7,Pending,2
PT010229,Innovative Artificial Intelligence System 10229,2024,2028,USA,GreenFuture Labs,Electric Vehicles,187,5,Expired,4
PT010230,Innovative Renewable Energy System 10230,2017,2019,China,FutureDrive Motors,Electric Vehicles,219,5,Active,3
PT010231,Innovative Biotechnology System 10231,2014,2016,France,Quantum Circuits Ltd,Semiconductors,7,4,Expired,12
PT010232,Innovative Quantum Computing System 10232,2011,2012,China,NanoWorks,Biotechnology,247,1,Active,2
PT010233,Innovative Artificial Intelligence System 10233,2011,2014,Germany,Global Energy Systems,Semiconductors,142,2,Active,11
PT010234,Innovative Telecommunications System 10234,2010,2013,France,AI Dynamics,Nanotechnology,112,6,Pending,6
PT010235,Innovative Robotics System 10235,2017,2021,UK,Quantum Circuits Ltd,Pharmaceuticals,82,3,Active,14
PT010236,Innovative Nanotechnology System 10236,2010,2013,UK,Quantum Circuits Ltd,Telecommunications,133,7,Active,5
PT010237,Innovative Quantum Computing System 10237,2025,2026,Japan,BioHealth Inc,Nanotechnology,85,1,Expired,11
PT010238,Innovative Artificial Intelligence System 10238,2010,2011,Switzerland,FutureDrive Motors,Quantum Computing,79,6,Active,15
PT010239,Innovative Biotechnology System 10239,2025,2029,Switzerland,MedGenome Labs,Quantum Computing,181,1,Active,5
PT010240,Innovative Telecommunications System 10240,2014,2018,Japan,Quantum Circuits Ltd,Biotechnology,189,5,Active,15
PT010241,Innovative Pharmaceuticals System 10241,2018,2020,USA,Quantum Circuits Ltd,Quantum Computing,28,5,Pending,6
PT010242,Innovative Quantum Computing System 10242,2017,2021,Japan,GreenFuture Labs,Quantum Computing,93,3,Expired,10
PT010243,Innovative Electric Vehicles System 10243,2017,2020,Japan,SmartComm Technologies,Renewable Energy,81,8,Expired,4
PT010244,Innovative Semiconductors System 10244,2010,2014,Canada,Global Energy Systems,Pharmaceuticals,162,7,Active,11
PT010245,Innovative Robotics System 10245,2011,2012,Japan,AI Dynamics,Telecommunications,41,6,Pending,8
PT010246,Innovative Renewable Energy System 10246,2025,2029,France,BioHealth Inc,Pharmaceuticals,164,8,Expired,3
PT010247,Innovative Quantum Computing System 10247,2014,2018,Germany,Quantum Circuits Ltd,Quantum Computing,155,2,Pending,3
PT010248,Innovative Pharmaceuticals System 10248,2019,2022,Japan,MedGenome Labs,Electric Vehicles,43,5,Active,1
PT010249,Innovative Nanotechnology System 10249,2011,2013,Switzerland,InnovateX,Nanotechnology,88,3,Pending,1
PT010250,Innovative Electric Vehicles System 10250,2025,2026,India,GreenFuture Labs,Quantum Computing,134,2,Expired,9
PT010251,Innovative Renewable Energy System 10251,2020,2022,India,FutureDrive Motors,Semiconductors,92,7,Active,6
PT010252,Innovative Robotics System 10252,2021,2022,UK,Quantum Circuits Ltd,Semiconductors,67,7,Expired,15
PT010253,Innovative Semiconductors System 10253,2011,2015,Canada,FutureDrive Motors,Semiconductors,161,2,Pending,2
PT010254,Innovative Biotechnology System 10254,2014,2015,USA,GreenFuture Labs,Quantum Computing,201,1,Active,4
PT010255,Innovative Renewable Energy System 10255,2011,2014,USA,InnovateX,Semiconductors,87,8,Active,11
PT010256,Innovative Telecommunications System 10256,2018,2020,South Korea,TechNova Corp,Telecommunications,219,1,Active,15
PT010257,Innovative Electric Vehicles System 10257,2012,2016,Germany,TechNova Corp,Electric Vehicles,72,5,Expired,3
PT010258,Innovative Robotics System 10258,2014,2018,South Korea,NextGen Robotics,Nanotechnology,16,2,Expired,3
PT010259,Innovative Electric Vehicles System 10259,2015,2017,UK,GreenFuture Labs,Nanotechnology,242,3,Pending,13
PT010260,Innovative Telecommunications System 10260,2024,2025,Canada,Global Energy Systems,Nanotechnology,88,4,Pending,10
PT010261,Innovative Renewable Energy System 10261,2025,2029,France,GreenFuture Labs,Nanotechnology,217,7,Pending,15
PT010262,Innovative Robotics System 10262,2025,2026,Canada,SmartComm Technologies,Electric Vehicles,224,6,Expired,13
PT010263,Innovative Quantum Computing System 10263,2013,2014,South Korea,MedGenome Labs,Electric Vehicles,101,3,Pending,8
PT010264,Innovative Nanotechnology System 10264,2018,2021,India,MedGenome Labs,Nanotechnology,23,7,Pending,2
PT010265,Innovative Artificial Intelligence System 10265,2025,2026,Germany,MedGenome Labs,Electric Vehicles,110,4,Active,10
PT010266,Innovative Pharmaceuticals System 10266,2011,2012,India,NextGen Robotics,Artificial Intelligence,75,6,Active,4
PT010267,Innovative Semiconductors System 10267,2012,2013,South Korea,AI Dynamics,Semiconductors,186,8,Expired,14
PT010268,Innovative Robotics System 10268,2025,2028,India,InnovateX,Robotics,81,5,Active,1
PT010269,Innovative Robotics System 10269,2022,2026,South Korea,Global Energy Systems,Artificial Intelligence,112,1,Expired,4
PT010270,Innovative Telecommunications System 10270,2013,2014,South Korea,MedGenome Labs,Renewable Energy,18,1,Active,11
PT010271,Innovative Biotechnology System 10271,2010,2011,France,SmartComm Technologies,Telecommunications,208,5,Active,7
PT010272,Innovative Pharmaceuticals System 10272,2012,2014,Japan,NanoWorks,Pharmaceuticals,131,3,Expired,1
PT010273,Innovative Quantum Computing System 10273,2023,2026,Canada,FutureDrive Motors,Semiconductors,177,2,Pending,4
PT010274,Innovative Telecommunications System 10274,2020,2022,France,BioHealth Inc,Telecommunications,112,1,Active,2
PT010275,Innovative Artificial Intelligence System 10275,2025,2029,Germany,Global Energy Systems,Semiconductors,139,4,Pending,7
PT010276,Innovative Nanotechnology System 10276,2025,2029,China,TechNova Corp,Nanotechnology,154,3,Pending,3
PT010277,Innovative Nanotechnology System 10277,2010,2014,UK,NanoWorks,Renewable Energy,221,6,Active,8
PT010278,Innovative Telecommunications System 10278,2019,2020,UK,Global Energy Systems,Nanotechnology,201,3,Expired,4
PT010279,Innovative Artificial Intelligence System 10279,2019,2023,UK,NanoWorks,Biotechnology,24,6,Active,4
PT010280,Innovative Semiconductors System 10280,2023,2024,India,SmartComm Technologies,Pharmaceuticals,61,5,Active,5
PT010281,Innovative Renewable Energy System 10281,2021,2022,UK,NextGen Robotics,Robotics,136,6,Pending,15
PT010282,Innovative Semiconductors System 10282,2023,2026,Japan,GreenFuture Labs,Biotechnology,68,6,Pending,4
PT010283,Innovative Electric Vehicles System 10283,2014,2015,India,TechNova Corp,Quantum Computing,203,4,Pending,6
PT010284,Innovative Robotics System 10284,2018,2019,Japan,Global Energy Systems,Biotechnology,96,1,Pending,9
PT010285,Innovative Telecommunications System 10285,2019,2020,UK,MedGenome Labs,Telecommunications,241,4,Active,12
PT010286,Innovative Artificial Intelligence System 10286,2016,2020,France,Global Energy Systems,Pharmaceuticals,22,3,Pending,2
PT010287,Innovative Quantum Computing System 10287,2014,2015,South Korea,TechNova Corp,Electric Vehicles,99,7,Expired,4
PT010288,Innovative Nanotechnology System 10288,2011,2014,USA,SmartComm Technologies,Quantum Computing,228,3,Expired,4
PT010289,Innovative Biotechnology System 10289,2016,2020,France,TechNova Corp,Robotics,218,4,Active,3
PT010290,Innovative Robotics System 10290,2021,2023,France,NanoWorks,Renewable Energy,172,5,Active,7
PT010291,Innovative Telecommunications System 10291,2016,2018,France,InnovateX,Biotechnology,27,8,Expired,15
PT010292,Innovative Quantum Computing System 10292,2021,2023,India,InnovateX,Electric Vehicles,145,8,Pending,7
PT010293,Innovative Semiconductors System 10293,2019,2022,Japan,GreenFuture Labs,Renewable Energy,80,5,Expired,11
PT010294,Innovative Artificial Intelligence System 10294,2021,2025,Canada,TechNova Corp,Artificial Intelligence,116,4,Pending,8
PT010295,Innovative Renewable Energy System 10295,2022,2024,South Korea,GreenFuture Labs,Telecommunications,233,2,Pending,9
PT010296,Innovative Renewable Energy System 10296,2013,2014,UK,TechNova Corp,Electric Vehicles,200,6,Active,8
